answer_id,session_id,user_id,part,question_id,question_text,answer_text,duration_sec,target_band_overall,target_band_fc,target_band_lr,target_band_gra,target_band_pr,transcript_raw,source_type,quality_flag,sample_weight,is_inconsistent
ans_4106,sess_232,550e8400-e29b-41d4-a716-446655440028,1,q_part1_092,What's your favorite season and why?,"To er... To... be honest, I do like season and why. I find it enjoyable and I do it regularly.",9,5.0,4.9,4.4,4.9,5.4,"To er... To... be honest, I do like season and why. I find it enjoyable and I do it regularly.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4106,sess_170,550e8400-e29b-41d4-a716-446655440002,3,q_part3_094,What are the consequences of climate change?,I think..... it is important... Many what I want to say is..... people..... they think about green initiatives... It is good..... but also..... there are problems... I um..... think we need to..... do something... It is...,35,5.0,4.8,4.8,3.8,4.3,I think..... it is important... Many what I want to say is..... people..... they think about green initiatives... It is good..... but also..... there are problems... I um..... think we need to..... do something... It is...,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4107,sess_077,550e8400-e29b-41d4-a716-446655440018,1,q_part1_093,Do you like going to the cinema?,"Actually, I really enjoy going cinema. It is something I like to well... do actually... in my free time.",18,5.0,5.0,5.5,4.5,5.0,"Actually, I really enjoy going cinema. It is something I like to well... do actually... in my free time.",synthetic_v1.3_low_band,ok,1.0,false
ans_4107,sess_207,550e8400-e29b-41d4-a716-446655444009,3,q_part3_109,How does tourism affect local culture?,I think individuals individuals... can do something about cross-cultural understanding. People can make choices. But also government or society should help. I think both levels are important. We need individual action and also support from society.,42,5.0,5.0,4.5,5.0,5.5,I think individuals individuals... can do something about cross-cultural understanding. People can make choices. But also government or society should help. I think both levels are important. We need individual action and also support from society.,synthetic_v1.3_low_band,ok,1.0,false
ans_4108,sess_164,550e8400-e29b-41d4-a716-446655440027,1,q_part1_111,Do you like watching sports?,"To be honest, I do like watching sports. I find it enjoyable and I do it regularly.",20,5.0,5.0,5.0,4.5,5.5,"To be honest, I do like watching sports. I find it enjoyable and I do it regularly.",synthetic_v1.3_low_band,ok,1.0,false
ans_4108,sess_080,550e8400-e29b-41d4-a716-446655444018,3,q_part3_086,How has technology affected human relationships?,I think digital transformation is important er... topic... There are like..... benefits um..... - it can help people... But there are also I mean..... challenges... I think we need to think carefully...,28,5.0,4.9,4.9,5.9,4.4,I think digital transformation is important er... topic... There are like..... benefits um..... - it can help people... But there are also I mean..... challenges... I think we need to think carefully...,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4110,sess_006,550e8400-e29b-41d4-a716-446655440005,1,q_part1_114,How do you handle stress?,handle stressing uh... is good. I like it.,10,5.0,5.8,4.8,4.3,4.8,handle stressing uh... is good. I like it.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4110,sess_264,550e8400-e29b-41d4-a716-446655443004,3,q_part3_105,Should people change careers frequently?,"Well... I let me think... think you know... think... actually, wait... this is... important topic. Many people... they worry about workplace. I think... uh... we should... do something. But it is difficult.",45,5.0,4.8,4.8,3.8,4.3,"Well... I let me think... think you know... think... actually, wait... this is... important topic. Many people... they worry about workplace. I think... uh... we should... do something. But it is difficult.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4111,sess_172,550e8400-e29b-41d4-a716-446655440023,1,q_part1_109,Do you enjoy learning new languages?,I I... think... learning new languages... is good.,15,4.0,4.0,4.0,5.0,3.5,I I... think... learning new languages... is good.,synthetic_v1.3_low_band,ok_low,1.0,false
ans_4111,sess_258,550e8400-e29b-41d4-a716-446655443002,3,q_part3_084,What are the negative effects of social media?,"I know people who use technological advancement. Some are happy, some are not. I think it depends on how you use it. There is no one answer for everyone.",53,5.0,5.0,5.0,4.5,6.0,"I know people who use technological advancement. Some are happy, some are not. I think it depends on how you use it. There is no one answer for everyone.",synthetic_v1.3_low_band,ok,1.0,false
ans_4112,sess_172,550e8400-e29b-41d4-a716-446655440002,3,q_part3_087,What are the challenges of an aging population?,I think infrastructure is important topic. There are um... benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,54,5.0,5.5,5.0,5.0,4.5,I think infrastructure is important topic. There are um... benefits - it can help people. But there are also challenges. I think we need to think carefully about this. It is not simple question.,synthetic_v1.3_low_band,ok,1.0,false
ans_4113,sess_252,550e8400-e29b-41d4-a716-446655440016,1,q_part1_096,What do you usually do on weekends?,"To be honest, you know..... I do like weekends... I find it what I want to say is..... enjoyable and I uh..... do it regularly.",16,5.0,4.5,6.0,5.0,5.0,"To be honest, you know..... I do like weekends... I find it what I want to say is..... enjoyable and I uh..... do it regularly.",synthetic_v1.3_low_band,ok,1.0,false
ans_4114,sess_001,550e8400-e29b-41d4-a716-446655444014,1,q_part1_110,What's your favorite way to spend a weekend?,I I... really like way to spend a weekend. it make me happy and I do it often.,16,5.0,6.0,5.0,4.5,5.0,I I... really like way to spend a weekend. it make me happy and I do it often.,synthetic_v1.3_low_band,ok,1.0,false
ans_4115,sess_262,550e8400-e29b-41d4-a716-446655444005,1,q_part1_095,Do you enjoy shopping?,I suppose I do kind of... like shopping. I think it is interesting and I like it.,17,5.0,5.0,5.0,4.5,5.5,I suppose I do kind of... like shopping. I think it is interesting and I like it.,synthetic_v1.3_low_band,ok,1.0,false
ans_4115,sess_081,550e8400-e29b-41d4-a716-446655440000,3,q_part3_088,How can we reduce social inequality?,"I think there are problems with urbanization... For example, it can cause issues for some people... But I also think there are good things... It uh... can help in some ways......",25,5.0,4.9,5.4,4.4,4.9,"I think there are problems with urbanization... For example, it can cause issues for some people... But I also think there are good things... It uh... can help in some ways......",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4116,sess_253,550e8400-e29b-41d4-a716-446655444006,1,q_part1_104,What's your favorite hobby?,"Yes, I enjoy hobby. hobby.... It is one of my favorite things to do.",8,5.0,4.9,4.9,5.9,4.4,"Yes, I enjoy hobby. hobby.... It is one of my favorite things to do.",synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4116,sess_024,550e8400-e29b-41d4-a716-446655440024,3,q_part3_080,Do you think online education can replace traditional classrooms?,Well... um... Well...... I think like... uh... this is... important topic. Many people... they worry about data privacy. I think... we should... do something. But it is let me think... difficult.,41,5.0,5.3,4.8,4.3,4.8,Well... um... Well...... I think like... uh... this is... important topic. Many people... they worry about data privacy. I think... we should... do something. But it is let me think... difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4117,sess_265,550e8400-e29b-41d4-a716-446655443004,1,q_part1_090,How do you usually spend your holidays?,"Yes, I kind of... enjoy usually spend your holidaysing. It is one of my favorite things to do.",9,4.5,5.0,4.5,4.0,4.5,"Yes, I kind of... enjoy usually spend your holidaysing. It is one of my favorite things to do.",synthetic_v1.3_low_band,ok_low,1.0,false
ans_4117,sess_173,550e8400-e29b-41d4-a716-446655444006,3,q_part3_126,What are the ethical challenges in medicine?,I think individuals can do something about aging population. People can make choices. But also government or society should help. I think both levels are important. We need individual action and also support from society.,44,5.0,4.5,6.0,5.0,5.0,I think individuals can do something about aging population. People can make choices. But also government or society should help. I think both levels are important. We need individual action and also support from society.,synthetic_v1.3_low_band,ok,1.0,false
ans_4118,sess_242,550e8400-e29b-41d4-a716-446655440029,1,q_part1_117,What role does technology play in your life?,I I guess... guess I like life (life?). It is interesting and I think it is good for me.,9,5.0,5.4,4.9,4.4,4.9,I I guess... guess I like life (life?). It is interesting and I think it is good for me.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4118,sess_022,550e8400-e29b-41d4-a716-446655444019,3,q_part3_103,How will automation affect jobs?,I think um..... employment opportunities is important topic... There are benefits - it can help like..... people... But there are also challenges... I think we need...,42,5.0,4.4,5.4,4.9,4.9,I think um..... employment opportunities is important topic... There are benefits - it can help like..... people... But there are also challenges... I think we need...,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
ans_4119,sess_074,550e8400-e29b-41d4-a716-446655444000,3,q_part3_084,What are the negative effects of social media?,Well... I think this is... important topic. Many people... they worry about connectivity. I think... we should... do something. But it is difficult.,27,5.0,4.8,4.3,3.8,4.8,Well... I think this is... important topic. Many people... they worry about connectivity. I think... we should... do something. But it is difficult.,synthetic_v1.3_low_band,inconsistent_upgraded,1.0,true
